ave_flot_air_flow,ave_flot_level,iron_feed,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_pH,ore_pulp_density
0.5914605716683446,-0.5992716581155163,-1.3673339643956153,0.2567065054077256,1.1000783041784015,-0.03191157406063905,0.07821056043736184,0.3364574510947176
0.5792973295823352,1.6558571465395984,1.1201880511706388,0.1660704718449243,0.10353499516217703,0.2395676689366745,-0.3840425035499802,0.18712254310114512
0.6067032923402177,-1.1141782318333564,1.1201880511706388,0.04893820386473353,-0.7450653773092788,0.23171423460189272,-0.13041128503215532,-1.6353071876593825
-0.7486589435297737,-1.1682594580523114,-0.0323521210628618,-0.291391369226676,0.7801169869536452,1.4844872848495931,0.9177481139137662,0.6511484643592923
0.6055803212337789,-0.5256575285758004,-0.5621346659859848,-1.1932589044244961,0.2638162527671631,0.39279457579316585,0.20932892421946944,1.2765308098876775
0.5841264916491804,-0.8553631070253842,-1.3532999896956723,-1.0650579471951391,0.5399271859767427,0.3879074136609416,-1.581432837305274,1.3129391998150575
0.6078356240155548,-1.101375230813499,1.1201880511706388,-0.4900329734996238,-0.44078906413171237,-0.39884075234116395,0.20190089966435557,-0.21636824272931277
0.613921033860256,-0.5980927445777744,1.1201880511706388,-0.21876053002428184,0.32066776690406923,-1.181315918297342,1.1166079585822801,-0.4641742969012725
0.5973439120892806,-0.6024311463966572,1.1201880511706388,-1.3603132678809793,0.9211331512478734,-1.1803620069722638,0.9805163965696797,0.03661340652330013
-0.4514150722614079,0.6246697935806026,-0.8129919637475622,-1.3724494027568188,0.603127623528218,-0.2376134042671357,-1.3478931807747334,1.022727200626041
0.6182731040744287,0.7404129906026916,1.1201880511706388,0.6118321819541296,1.0828407521379457,0.45029713451933145,-0.057988423867414256,0.22899699518006858
0.604682003780809,1.8640888650682625,-0.676160710423054,0.07598893744880751,0.4636959631796856,-0.6674223263472975,-0.5516125796436839,0.7794180486496569
-2.0408541289530233,-2.1340239137966313,1.1201880511706388,0.03891749618961164,-1.568252501652615,0.16904356725670036,-1.1811847525034271,-1.1639572262936324
-2.069667000073833,1.6189183147688955,-0.9322807486971842,0.9376127154767618,-1.4921819959923535,1.2964883500943283,0.7135701092877828,0.4338959503171577
